comune,tipo_contratto,prezzo,locali,superficie,url_annuncio,data_scraping,zona,macroarea,prezzo_num,superficie_num,locali_num,prezzo_mq,valido
Magliano Sabina,vendita,€ 135.000,3 locali,110 m²,https://www.immobiliare.it/annunci/121392352/,2026-06-09,,Bassa Sabina,135000.0,110.0,3.0,1227.27,1
Magliano Sabina,vendita,"da € 245.137,00",5+ locali,150 m²,https://www.immobiliare.it/annunci/129637716/,2026-06-09,,Bassa Sabina,245137.0,150.0,5.0,1634.25,0
Magliano Sabina,vendita,"da € 51.853,10",5+ locali,160 m²,https://www.immobiliare.it/annunci/129589324/,2026-06-09,,Bassa Sabina,51853.0,160.0,5.0,324.08,0
Magliano Sabina,vendita,"da € 51.852,10",5+ locali,160 m²,https://www.immobiliare.it/annunci/129600866/,2026-06-09,,Bassa Sabina,51852.0,160.0,5.0,324.08,0
Magliano Sabina,vendita,€ 99.000,4 locali,126 m²,https://www.immobiliare.it/annunci/128483244/,2026-06-09,,Bassa Sabina,99000.0,126.0,4.0,785.71,1
Magliano Sabina,vendita,€ 115.000,5 locali,130 m²,https://www.immobiliare.it/annunci/128036742/,2026-06-09,,Bassa Sabina,115000.0,130.0,5.0,884.62,1
Magliano Sabina,vendita,€ 94.000,3 locali,111 m²,https://www.immobiliare.it/annunci/128175002/,2026-06-09,,Bassa Sabina,94000.0,111.0,3.0,846.85,1
Magliano Sabina,vendita,"da € 245.138,00",5+ locali,287 m²,https://www.immobiliare.it/annunci/129643864/,2026-06-09,,Bassa Sabina,245138.0,287.0,5.0,854.14,0
Magliano Sabina,vendita,€ 70.000,5 locali,110 m²,https://www.immobiliare.it/annunci/118736399/,2026-06-09,,Bassa Sabina,70000.0,110.0,5.0,636.36,1
Magliano Sabina,vendita,€ 138.000,5 locali,120 m²,https://www.immobiliare.it/annunci/111552427/,2026-06-09,,Bassa Sabina,138000.0,120.0,5.0,1150.0,1
Magliano Sabina,vendita,€ 61.000,3 locali,93 m²,https://www.immobiliare.it/annunci/126816045/,2026-06-09,,Bassa Sabina,61000.0,93.0,3.0,655.91,1
Magliano Sabina,vendita,€ 18.000,2 locali,52 m²,https://www.immobiliare.it/annunci/126625155/,2026-06-09,,Bassa Sabina,18000.0,52.0,2.0,346.15,0
Magliano Sabina,vendita,€ 58.000,3 locali,60 m²,https://www.immobiliare.it/annunci/122949482/,2026-06-09,,Bassa Sabina,58000.0,60.0,3.0,966.67,1
Magliano Sabina,vendita,€ 35.000,2 locali,48 m²,https://www.immobiliare.it/annunci/125903993/,2026-06-09,,Bassa Sabina,35000.0,48.0,2.0,729.17,1
Magliano Sabina,vendita,€ 70.000,5+ locali,97 m²,https://www.immobiliare.it/annunci/129646312/,2026-06-09,,Bassa Sabina,70000.0,97.0,5.0,721.65,1
Mentana,affitto,€ 750/mese,3 locali,70 m²,https://www.immobiliare.it/annunci/129745792/,2026-06-09,,Sabina Romana,750.0,70.0,3.0,,1
Mentana,affitto,"€ 450/mese€ 500(-10,0%)",2 locali,45 m²,https://www.immobiliare.it/annunci/128050924/,2026-06-09,,Sabina Romana,450.0,45.0,2.0,,1
Mentana,affitto,€ 420/mese,,35 m²,https://www.immobiliare.it/annunci/129232844/,2026-06-09,,Sabina Romana,420.0,35.0,,,1
Mentana,affitto,€ 580/mese,2 locali,45 m²,https://www.immobiliare.it/annunci/129419388/,2026-06-09,,Sabina Romana,580.0,45.0,2.0,,1
Mentana,affitto,€ 450/mese,2 locali,35 m²,https://www.immobiliare.it/annunci/128935346/,2026-06-09,,Sabina Romana,450.0,35.0,2.0,,1
Mentana,affitto,€ 650/mese,,38 m²,https://www.immobiliare.it/annunci/128935316/,2026-06-09,,Sabina Romana,650.0,38.0,,,1
Mentana,affitto,€ 400/mese,,40 m²,https://www.immobiliare.it/annunci/128935330/,2026-06-09,,Sabina Romana,400.0,40.0,,,1
Mentana,affitto,€ 580/mese,2 locali,55 m²,https://www.immobiliare.it/annunci/128935328/,2026-06-09,,Sabina Romana,580.0,55.0,2.0,,1
Mentana,vendita,€ 215.000,3 locali,70 m²,https://www.immobiliare.it/annunci/127019591/,2026-06-09,,Sabina Romana,215000.0,70.0,3.0,3071.43,1
Mentana,vendita,€ 139.000,3 locali,107 m²,https://www.immobiliare.it/annunci/128479712/,2026-06-09,,Sabina Romana,139000.0,107.0,3.0,1299.07,1
Mentana,vendita,€ 89.000,2 locali,58 m²,https://www.immobiliare.it/annunci/125263945/,2026-06-09,,Sabina Romana,89000.0,58.0,2.0,1534.48,1
Mentana,vendita,€ 105.000,3 locali,72 m²,https://www.immobiliare.it/annunci/128923260/,2026-06-09,,Sabina Romana,105000.0,72.0,3.0,1458.33,1
Mentana,vendita,€ 242.000,3 locali,100 m²,https://www.immobiliare.it/annunci/129478876/,2026-06-09,,Sabina Romana,242000.0,100.0,3.0,2420.0,1
Mentana,vendita,€ 130.000,3 locali,77 m²,https://www.immobiliare.it/annunci/125405377/,2026-06-09,,Sabina Romana,130000.0,77.0,3.0,1688.31,1
Mentana,vendita,€ 279.000,4 locali,190 m²,https://www.immobiliare.it/annunci/129665652/,2026-06-09,,Sabina Romana,279000.0,190.0,4.0,1468.42,1
Mentana,vendita,€ 159.000,4 locali,120 m²,https://www.immobiliare.it/annunci/127848234/,2026-06-09,,Sabina Romana,159000.0,120.0,4.0,1325.0,1
Mentana,vendita,€ 139.000,4 locali,180 m²,https://www.immobiliare.it/annunci/124976585/,2026-06-09,,Sabina Romana,139000.0,180.0,4.0,772.22,1
Mentana,vendita,€ 189.000,4 locali,102 m²,https://www.immobiliare.it/annunci/129213046/,2026-06-09,,Sabina Romana,189000.0,102.0,4.0,1852.94,1
Mentana,vendita,€ 310.000,4 locali,206 m²,https://www.immobiliare.it/annunci/106406129/,2026-06-09,,Sabina Romana,310000.0,206.0,4.0,1504.85,1
Mentana,vendita,€ 280.000,5 locali,188 m²,https://www.immobiliare.it/annunci/121960946/,2026-06-09,,Sabina Romana,280000.0,188.0,5.0,1489.36,1
Mentana,vendita,€ 295.000,3 locali,128 m²,https://www.immobiliare.it/annunci/129168724/,2026-06-09,,Sabina Romana,295000.0,128.0,3.0,2304.69,1
Mentana,vendita,€ 198.000,3 locali,106 m²,https://www.immobiliare.it/annunci/123787179/,2026-06-09,,Sabina Romana,198000.0,106.0,3.0,1867.92,1
Mentana,vendita,€ 295.000,4 locali,126 m²,https://www.immobiliare.it/annunci/129167764/,2026-06-09,,Sabina Romana,295000.0,126.0,4.0,2341.27,1
Mentana,vendita,€ 175.000,2 locali,84 m²,https://www.immobiliare.it/annunci/108606599/,2026-06-09,,Sabina Romana,175000.0,84.0,2.0,2083.33,1
Mentana,vendita,€ 287.000,4 locali,108 m²,https://www.immobiliare.it/annunci/117258903/,2026-06-09,,Sabina Romana,287000.0,108.0,4.0,2657.41,1
Mentana,vendita,€ 175.000,2 locali,83 m²,https://www.immobiliare.it/annunci/108607095/,2026-06-09,,Sabina Romana,175000.0,83.0,2.0,2108.43,1
Mentana,vendita,€ 215.000,4 locali,133 m²,https://www.immobiliare.it/annunci/129197876/,2026-06-09,,Sabina Romana,215000.0,133.0,4.0,1616.54,1
Mentana,vendita,€ 115.000,3 locali,75 m²,https://www.immobiliare.it/annunci/128495724/,2026-06-09,,Sabina Romana,115000.0,75.0,3.0,1533.33,1
Mentana,vendita,€ 119.000,2 locali,55 m²,https://www.immobiliare.it/annunci/120534434/,2026-06-09,,Sabina Romana,119000.0,55.0,2.0,2163.64,1
Mentana,vendita,€ 40.000,2 locali,50 m²,https://www.immobiliare.it/annunci/100937561/,2026-06-09,,Sabina Romana,40000.0,50.0,2.0,800.0,1
Mentana,vendita,€ 139.000,3 locali,85 m²,https://www.immobiliare.it/annunci/123551289/,2026-06-09,,Sabina Romana,139000.0,85.0,3.0,1635.29,1
Mentana,vendita,"da € 34.912,50",3 locali,50 m²,https://www.immobiliare.it/annunci/126970755/,2026-06-09,,Sabina Romana,34912.0,50.0,3.0,698.24,0
Mentana,vendita,"da € 23.240,00",2 locali,37 m²,https://www.immobiliare.it/annunci/126933199/,2026-06-09,,Sabina Romana,23240.0,37.0,2.0,628.11,0
Mentana,vendita,"da € 34.913,00",,35 m²,https://www.immobiliare.it/annunci/128472364/,2026-06-09,,Sabina Romana,34913.0,35.0,,997.51,0
Mentana,vendita,€ 119.000,3 locali,65 m²,https://www.immobiliare.it/annunci/128131298/,2026-06-09,,Sabina Romana,119000.0,65.0,3.0,1830.77,1
Mentana,vendita,€ 170.000,3 locali,110 m²,https://www.immobiliare.it/annunci/103871857/,2026-06-09,,Sabina Romana,170000.0,110.0,3.0,1545.45,1
Mentana,vendita,€ 175.000,4 locali,120 m²,https://www.immobiliare.it/annunci/126141047/,2026-06-09,,Sabina Romana,175000.0,120.0,4.0,1458.33,1
Mentana,vendita,€ 210.000,5 locali,130 m²,https://www.immobiliare.it/annunci/129012788/,2026-06-09,,Sabina Romana,210000.0,130.0,5.0,1615.38,1
Mentana,vendita,€ 210.000,4 locali,142 m²,https://www.immobiliare.it/annunci/128940650/,2026-06-09,,Sabina Romana,210000.0,142.0,4.0,1478.87,1
Mentana,vendita,€ 150.000,3 locali,90 m²,https://www.immobiliare.it/annunci/127897214/,2026-06-09,,Sabina Romana,150000.0,90.0,3.0,1666.67,1
Mentana,vendita,€ 189.000,3 locali,100 m²,https://www.immobiliare.it/annunci/129636462/,2026-06-09,,Sabina Romana,189000.0,100.0,3.0,1890.0,1
Mentana,vendita,€ 169.000,3 locali,108 m²,https://www.immobiliare.it/annunci/128256892/,2026-06-09,,Sabina Romana,169000.0,108.0,3.0,1564.81,1
Mentana,vendita,€ 145.000,4 locali,105 m²,https://www.immobiliare.it/annunci/128798946/,2026-06-09,,Sabina Romana,145000.0,105.0,4.0,1380.95,1
Mentana,vendita,€ 185.000,4 locali,171 m²,https://www.immobiliare.it/annunci/126393329/,2026-06-09,,Sabina Romana,185000.0,171.0,4.0,1081.87,1
Mentana,vendita,"€ 129.000€ 139.000(-7,2%)",3 locali,120 m²,https://www.immobiliare.it/annunci/125272019/,2026-06-09,,Sabina Romana,129000.0,120.0,3.0,1075.0,1
Mentana,vendita,"da € 23.240,00",,38 m²,https://www.immobiliare.it/annunci/126934269/,2026-06-09,,Sabina Romana,23240.0,38.0,,611.58,0
Mentana,vendita,€ 149.000,3 locali,72 m²,https://www.immobiliare.it/annunci/124616253/,2026-06-09,,Sabina Romana,149000.0,72.0,3.0,2069.44,1
Mentana,vendita,€ 199.000,3 locali,100 m²,https://www.immobiliare.it/annunci/125672619/,2026-06-09,,Sabina Romana,199000.0,100.0,3.0,1990.0,1
Mentana,vendita,€ 125.000,3 locali,80 m²,https://www.immobiliare.it/annunci/126721131/,2026-06-09,,Sabina Romana,125000.0,80.0,3.0,1562.5,1
Mentana,vendita,€ 129.000,3 locali,87 m²,https://www.immobiliare.it/annunci/126172499/,2026-06-09,,Sabina Romana,129000.0,87.0,3.0,1482.76,1
Mentana,vendita,"da € 34.912,50",2 locali,45 m²,https://www.immobiliare.it/annunci/129589996/,2026-06-09,,Sabina Romana,34912.0,45.0,2.0,775.82,0
Mentana,vendita,€ 269.000,3 locali,95 m²,https://www.immobiliare.it/annunci/117257933/,2026-06-09,,Sabina Romana,269000.0,95.0,3.0,2831.58,1
Mentana,vendita,"da € 34.912,50",2 locali,100 m²,https://www.immobiliare.it/annunci/126834359/,2026-06-09,,Sabina Romana,34912.0,100.0,2.0,349.12,0
Mentana,vendita,€ 129.000,3 locali,65 m²,https://www.immobiliare.it/annunci/128434866/,2026-06-09,,Sabina Romana,129000.0,65.0,3.0,1984.62,1
Mentana,vendita,€ 279.000,5 locali,167 m²,https://www.immobiliare.it/annunci/123934163/,2026-06-09,,Sabina Romana,279000.0,167.0,5.0,1670.66,1
Mentana,vendita,€ 169.000,2 locali,55 m²,https://www.immobiliare.it/annunci/129665218/,2026-06-09,,Sabina Romana,169000.0,55.0,2.0,3072.73,1
Mentana,vendita,€ 287.000,3 locali,102 m²,https://www.immobiliare.it/annunci/127801250/,2026-06-09,,Sabina Romana,287000.0,102.0,3.0,2813.73,1
Mentana,vendita,€ 79.000,2 locali,40 m²,https://www.immobiliare.it/annunci/126706467/,2026-06-09,,Sabina Romana,79000.0,40.0,2.0,1975.0,1
Mentana,vendita,€ 80.000,3 locali,76 m²,https://www.immobiliare.it/annunci/127914602/,2026-06-09,,Sabina Romana,80000.0,76.0,3.0,1052.63,1
Mentana,vendita,€ 145.000,3 locali,73 m²,https://www.immobiliare.it/annunci/108496393/,2026-06-09,,Sabina Romana,145000.0,73.0,3.0,1986.3,1
Mentana,vendita,€ 170.000,2 locali,61 m²,https://www.immobiliare.it/annunci/117258493/,2026-06-09,,Sabina Romana,170000.0,61.0,2.0,2786.89,1
Mentana,vendita,€ 135.000,5 locali,130 m²,https://www.immobiliare.it/annunci/119807100/,2026-06-09,,Sabina Romana,135000.0,130.0,5.0,1038.46,1
Mentana,vendita,€ 219.000,4 locali,148 m²,https://www.immobiliare.it/annunci/126787805/,2026-06-09,,Sabina Romana,219000.0,148.0,4.0,1479.73,1
Mentana,vendita,€ 49.000,2 locali,65 m²,https://www.immobiliare.it/annunci/121552570/,2026-06-09,,Sabina Romana,49000.0,65.0,2.0,753.85,1
Mentana,vendita,€ 148.000,3 locali,111 m²,https://www.immobiliare.it/annunci/128820436/,2026-06-09,,Sabina Romana,148000.0,111.0,3.0,1333.33,1
Mentana,vendita,€ 105.000,3 locali,84 m²,https://www.immobiliare.it/annunci/128271532/,2026-06-09,,Sabina Romana,105000.0,84.0,3.0,1250.0,1
Mentana,vendita,€ 89.000,3 locali,56 m²,https://www.immobiliare.it/annunci/128365256/,2026-06-09,,Sabina Romana,89000.0,56.0,3.0,1589.29,1
Mentana,vendita,"da € 34.910,00",2 locali,37 m²,https://www.immobiliare.it/annunci/128453466/,2026-06-09,,Sabina Romana,34910.0,37.0,2.0,943.51,0
Mentana,vendita,"da € 34.910,00",2 locali,37 m²,https://www.immobiliare.it/annunci/128455400/,2026-06-09,,Sabina Romana,34910.0,37.0,2.0,943.51,0
Mentana,vendita,€ 149.000,5 locali,130 m²,https://www.immobiliare.it/annunci/128083498/,2026-06-09,,Sabina Romana,149000.0,130.0,5.0,1146.15,1
Mentana,vendita,€ 148.000,2 locali,57 m²,https://www.immobiliare.it/annunci/127563040/,2026-06-09,,Sabina Romana,148000.0,57.0,2.0,2596.49,1
Mentana,vendita,€ 109.000,3 locali,70 m²,https://www.immobiliare.it/annunci/127517746/,2026-06-09,,Sabina Romana,109000.0,70.0,3.0,1557.14,1
Mentana,vendita,€ 129.000,3 locali,91 m²,https://www.immobiliare.it/annunci/118883533/,2026-06-09,,Sabina Romana,129000.0,91.0,3.0,1417.58,1
Mentana,vendita,€ 50.000,3 locali,68 m²,https://www.immobiliare.it/annunci/126545291/,2026-06-09,,Sabina Romana,50000.0,68.0,3.0,735.29,1
Mentana,vendita,€ 119.000,4 locali,117 m²,https://www.immobiliare.it/annunci/114635487/,2026-06-09,,Sabina Romana,119000.0,117.0,4.0,1017.09,1
Mentana,vendita,€ 130.000,4 locali,100 m²,https://www.immobiliare.it/annunci/128776054/,2026-06-09,,Sabina Romana,130000.0,100.0,4.0,1300.0,1
Mentana,vendita,€ 239.000,4 locali,138 m²,https://www.immobiliare.it/annunci/126723177/,2026-06-09,,Sabina Romana,239000.0,138.0,4.0,1731.88,1
Mentana,vendita,€ 189.000,3 locali,80 m²,https://www.immobiliare.it/annunci/128690806/,2026-06-09,,Sabina Romana,189000.0,80.0,3.0,2362.5,1
Mentana,vendita,€ 99.000,3 locali,92 m²,https://www.immobiliare.it/annunci/129421014/,2026-06-09,,Sabina Romana,99000.0,92.0,3.0,1076.09,1
Mentana,vendita,€ 175.000,4 locali,120 m²,https://www.immobiliare.it/annunci/129638122/,2026-06-09,,Sabina Romana,175000.0,120.0,4.0,1458.33,1
Mentana,vendita,€ 239.000,3 locali,114 m²,https://www.immobiliare.it/annunci/129174566/,2026-06-09,,Sabina Romana,239000.0,114.0,3.0,2096.49,1
Mentana,vendita,€ 159.000,3 locali,115 m²,https://www.immobiliare.it/annunci/128230760/,2026-06-09,,Sabina Romana,159000.0,115.0,3.0,1382.61,1
Mentana,vendita,€ 239.000,3 locali,75 m²,https://www.immobiliare.it/annunci/125672629/,2026-06-09,,Sabina Romana,239000.0,75.0,3.0,3186.67,1
Mentana,vendita,€ 89.000,3 locali,80 m²,https://www.immobiliare.it/annunci/122264740/,2026-06-09,,Sabina Romana,89000.0,80.0,3.0,1112.5,1
Mentana,vendita,€ 169.000,4 locali,100 m²,https://www.immobiliare.it/annunci/128672150/,2026-06-09,,Sabina Romana,169000.0,100.0,4.0,1690.0,1
Mentana,vendita,€ 125.000,3 locali,77 m²,https://www.immobiliare.it/annunci/125985615/,2026-06-09,,Sabina Romana,125000.0,77.0,3.0,1623.38,1
Mentana,vendita,€ 135.000,3 locali,73 m²,https://www.immobiliare.it/annunci/128851914/,2026-06-09,,Sabina Romana,135000.0,73.0,3.0,1849.32,1
Mentana,vendita,€ 320.000,3 locali,81 m²,https://www.immobiliare.it/annunci/128119974/,2026-06-09,,Sabina Romana,320000.0,81.0,3.0,3950.62,1
Mentana,vendita,€ 269.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129667888/,2026-06-09,,Sabina Romana,269000.0,80.0,3.0,3362.5,1
Mentana,vendita,€ 289.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129672944/,2026-06-09,,Sabina Romana,289000.0,80.0,3.0,3612.5,1
Mentana,vendita,€ 335.000,4 locali,103 m²,https://www.immobiliare.it/annunci/129671888/,2026-06-09,,Sabina Romana,335000.0,103.0,4.0,3252.43,1
Mentana,vendita,€ 189.000,5+ locali,190 m²,https://www.immobiliare.it/annunci/115852051/,2026-06-09,,Sabina Romana,189000.0,190.0,5.0,994.74,1
Mentana,vendita,€ 89.000,3 locali,70 m²,https://www.immobiliare.it/annunci/124857279/,2026-06-09,,Sabina Romana,89000.0,70.0,3.0,1271.43,1
Mentana,vendita,€ 90.000,4 locali,85 m²,https://www.immobiliare.it/annunci/127480056/,2026-06-09,,Sabina Romana,90000.0,85.0,4.0,1058.82,1
Mentana,vendita,€ 165.000,5 locali,130 m²,https://www.immobiliare.it/annunci/117359635/,2026-06-09,,Sabina Romana,165000.0,130.0,5.0,1269.23,1
Mentana,vendita,€ 105.000,3 locali,65 m²,https://www.immobiliare.it/annunci/128381120/,2026-06-09,,Sabina Romana,105000.0,65.0,3.0,1615.38,1
Mentana,vendita,€ 179.000,3 locali,76 m²,https://www.immobiliare.it/annunci/128381114/,2026-06-09,,Sabina Romana,179000.0,76.0,3.0,2355.26,1
Mentana,vendita,€ 9.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129500630/,2026-06-09,,Sabina Romana,9000.0,80.0,3.0,112.5,0
Mentana,vendita,€ 83.000,2 locali,40 m²,https://www.immobiliare.it/annunci/127056483/,2026-06-09,,Sabina Romana,83000.0,40.0,2.0,2075.0,1
Mentana,vendita,€ 109.000,2 locali,50 m²,https://www.immobiliare.it/annunci/126073475/,2026-06-09,,Sabina Romana,109000.0,50.0,2.0,2180.0,1
Mentana,vendita,€ 160.000,3 locali,80 m²,https://www.immobiliare.it/annunci/123095589/,2026-06-09,,Sabina Romana,160000.0,80.0,3.0,2000.0,1
Mentana,vendita,€ 229.000,4 locali,110 m²,https://www.immobiliare.it/annunci/125434339/,2026-06-09,,Sabina Romana,229000.0,110.0,4.0,2081.82,1
Mentana,vendita,"da € 153.000,00",5+ locali,230 m²,https://www.immobiliare.it/annunci/126224495/,2026-06-09,,Sabina Romana,153000.0,230.0,5.0,665.22,0
Mentana,vendita,€ 205.000,4 locali,115 m²,https://www.immobiliare.it/annunci/129610524/,2026-06-09,,Sabina Romana,205000.0,115.0,4.0,1782.61,1
Mentana,vendita,€ 140.000,3 locali,70 m²,https://www.immobiliare.it/annunci/128364930/,2026-06-09,,Sabina Romana,140000.0,70.0,3.0,2000.0,1
Mentana,vendita,€ 175.000,4 locali,20 m²,https://www.immobiliare.it/annunci/124624589/,2026-06-09,,Sabina Romana,175000.0,20.0,4.0,8750.0,1
Mentana,vendita,€ 110.000,3 locali,79 m²,https://www.immobiliare.it/annunci/129390702/,2026-06-09,,Sabina Romana,110000.0,79.0,3.0,1392.41,1
Mentana,vendita,€ 287.000,3 locali,102 m²,https://www.immobiliare.it/annunci/127838372/,2026-06-09,,Sabina Romana,287000.0,102.0,3.0,2813.73,1
Mentana,vendita,€ 130.000,2 locali,55 m²,https://www.immobiliare.it/annunci/118047955/,2026-06-09,,Sabina Romana,130000.0,55.0,2.0,2363.64,1
Mentana,vendita,€ 200.000,4 locali,120 m²,https://www.immobiliare.it/annunci/129083690/,2026-06-09,,Sabina Romana,200000.0,120.0,4.0,1666.67,1
Mentana,vendita,€ 170.000,2 locali,60 m²,https://www.immobiliare.it/annunci/117222911/,2026-06-09,,Sabina Romana,170000.0,60.0,2.0,2833.33,1
Mentana,vendita,€ 89.000,2 locali,47 m²,https://www.immobiliare.it/annunci/118358863/,2026-06-09,,Sabina Romana,89000.0,47.0,2.0,1893.62,1
Mentana,vendita,€ 65.000,2 locali,45 m²,https://www.immobiliare.it/annunci/117823537/,2026-06-09,,Sabina Romana,65000.0,45.0,2.0,1444.44,1
Mentana,vendita,€ 175.000,4 locali,120 m²,https://www.immobiliare.it/annunci/124501377/,2026-06-09,,Sabina Romana,175000.0,120.0,4.0,1458.33,1
Mentana,vendita,€ 287.000,4 locali,108 m²,https://www.immobiliare.it/annunci/117273161/,2026-06-09,,Sabina Romana,287000.0,108.0,4.0,2657.41,1
Mentana,vendita,€ 195.000,4 locali,140 m²,https://www.immobiliare.it/annunci/123739635/,2026-06-09,,Sabina Romana,195000.0,140.0,4.0,1392.86,1
Mentana,vendita,€ 129.000,3 locali,57 m²,https://www.immobiliare.it/annunci/128207520/,2026-06-09,,Sabina Romana,129000.0,57.0,3.0,2263.16,1
Mentana,vendita,€ 195.000,4 locali,128 m²,https://www.immobiliare.it/annunci/128057876/,2026-06-09,,Sabina Romana,195000.0,128.0,4.0,1523.44,1
Mentana,vendita,€ 268.000,3 locali,102 m²,https://www.immobiliare.it/annunci/128072854/,2026-06-09,,Sabina Romana,268000.0,102.0,3.0,2627.45,1
Mentana,vendita,€ 269.000,3 locali,95 m²,https://www.immobiliare.it/annunci/117272599/,2026-06-09,,Sabina Romana,269000.0,95.0,3.0,2831.58,1
Mentana,vendita,€ 105.000,3 locali,120 m²,https://www.immobiliare.it/annunci/127292705/,2026-06-09,,Sabina Romana,105000.0,120.0,3.0,875.0,1
Mentana,vendita,€ 61.000,2 locali,45 m²,https://www.immobiliare.it/annunci/128075464/,2026-06-09,,Sabina Romana,61000.0,45.0,2.0,1355.56,1
Mentana,vendita,€ 115.000,2 locali,50 m²,https://www.immobiliare.it/annunci/128248790/,2026-06-09,,Sabina Romana,115000.0,50.0,2.0,2300.0,1
Mentana,vendita,€ 150.000,3 locali,91 m²,https://www.immobiliare.it/annunci/118736777/,2026-06-09,,Sabina Romana,150000.0,91.0,3.0,1648.35,1
Mentana,vendita,€ 229.000,3 locali,65 m²,https://www.immobiliare.it/annunci/128131338/,2026-06-09,,Sabina Romana,229000.0,65.0,3.0,3523.08,1
Mentana,vendita,"da € 35.625,00",4 locali,60 m²,https://www.immobiliare.it/annunci/113759039/,2026-06-09,,Sabina Romana,35625.0,60.0,4.0,593.75,0
Mentana,vendita,€ 79.000,2 locali,42 m²,https://www.immobiliare.it/annunci/128935358/,2026-06-09,,Sabina Romana,79000.0,42.0,2.0,1880.95,1
Mentana,vendita,€ 15.000,2 locali,65 m²,https://www.immobiliare.it/annunci/123253023/,2026-06-09,,Sabina Romana,15000.0,65.0,2.0,230.77,0
Mentana,vendita,€ 169.000,5 locali,130 m²,https://www.immobiliare.it/annunci/125366305/,2026-06-09,,Sabina Romana,169000.0,130.0,5.0,1300.0,1
Mentana,vendita,€ 139.000,3 locali,60 m²,https://www.immobiliare.it/annunci/109975935/,2026-06-09,,Sabina Romana,139000.0,60.0,3.0,2316.67,1
Mentana,vendita,€ 215.000,3 locali,75 m²,https://www.immobiliare.it/annunci/123045221/,2026-06-09,,Sabina Romana,215000.0,75.0,3.0,2866.67,1
Mentana,vendita,€ 120.000,3 locali,75 m²,https://www.immobiliare.it/annunci/113810815/,2026-06-09,,Sabina Romana,120000.0,75.0,3.0,1600.0,1
