comune,tipo_contratto,prezzo,locali,superficie,url_annuncio,data_scraping,zona,macroarea,prezzo_num,superficie_num,locali_num,prezzo_mq,valido
Roma,vendita,€ 1.490.000,5 locali,160 m²,https://www.immobiliare.it/annunci/119213443/,2026-06-09,centro-storico,Centro,1490000.0,160.0,5.0,9312.5,1
Roma,vendita,€ 3.200.000,4 locali,245 m²,https://www.immobiliare.it/annunci/96892462/,2026-06-09,centro-storico,Centro,3200000.0,245.0,4.0,13061.22,1
Roma,vendita,"da € 384.000,00",4 locali,101 m²,https://www.immobiliare.it/annunci/127558864/,2026-06-09,centro-storico,Centro,384000.0,101.0,4.0,3801.98,0
Roma,vendita,€ 790.000,2 locali,100 m²,https://www.immobiliare.it/annunci/95922342/,2026-06-09,centro-storico,Centro,790000.0,100.0,2.0,7900.0,1
Roma,vendita,"€ 470.000€ 520.000(-9,6%)",2 locali,76 m²,https://www.immobiliare.it/annunci/114641979/,2026-06-09,centro-storico,Centro,470000.0,76.0,2.0,6184.21,1
Roma,vendita,€ 495.000,3 locali,75 m²,https://www.immobiliare.it/annunci/126652457/,2026-06-09,centro-storico,Centro,495000.0,75.0,3.0,6600.0,1
Roma,vendita,€ 790.000,4 locali,115 m²,https://www.immobiliare.it/annunci/124462341/,2026-06-09,centro-storico,Centro,790000.0,115.0,4.0,6869.57,1
Roma,vendita,€ 510.000,3 locali,105 m²,https://www.immobiliare.it/annunci/128852464/,2026-06-09,centro-storico,Centro,510000.0,105.0,3.0,4857.14,1
Roma,vendita,€ 410.000,3 locali,75 m²,https://www.immobiliare.it/annunci/112373897/,2026-06-09,centro-storico,Centro,410000.0,75.0,3.0,5466.67,1
Roma,vendita,€ 200.000,2 locali,40 m²,https://www.immobiliare.it/annunci/124908953/,2026-06-09,centro-storico,Centro,200000.0,40.0,2.0,5000.0,1
Roma,vendita,Prezzo su richiesta,5+ locali,220 m²,https://www.immobiliare.it/annunci/117184125/,2026-06-09,centro-storico,Centro,,220.0,5.0,,1
Roma,vendita,€ 520.000,2 locali,71 m²,https://www.immobiliare.it/annunci/123592461/,2026-06-09,centro-storico,Centro,520000.0,71.0,2.0,7323.94,1
Roma,vendita,Prezzo su richiesta,5+ locali,335 m²,https://www.immobiliare.it/annunci/128438634/,2026-06-09,centro-storico,Centro,,335.0,5.0,,1
Roma,vendita,Prezzo su richiesta,5+ locali,335 m²,https://www.immobiliare.it/annunci/127236793/,2026-06-09,centro-storico,Centro,,335.0,5.0,,1
Roma,vendita,€ 3.000.000,5+ locali,620 m²,https://www.immobiliare.it/annunci/79856779/,2026-06-09,centro-storico,Centro,3000000.0,620.0,5.0,4838.71,1
Roma,vendita,€ 460.000,3 locali,105 m²,https://www.immobiliare.it/annunci/123280955/,2026-06-09,centro-storico,Centro,460000.0,105.0,3.0,4380.95,1
Roma,vendita,"€ 360.000€ 380.000(-5,3%)",3 locali,90 m²,https://www.immobiliare.it/annunci/126872549/,2026-06-09,centro-storico,Centro,360000.0,90.0,3.0,4000.0,1
Roma,vendita,"€ 310.000€ 340.000(-8,8%)",2 locali,46 m²,https://www.immobiliare.it/annunci/126969529/,2026-06-09,centro-storico,Centro,310000.0,46.0,2.0,6739.13,1
Roma,vendita,€ 350.000,,30 m²,https://www.immobiliare.it/annunci/128102532/,2026-06-09,centro-storico,Centro,350000.0,30.0,,11666.67,1
Roma,vendita,Prezzo su richiesta,5 locali,170 m²,https://www.immobiliare.it/annunci/122994356/,2026-06-09,centro-storico,Centro,,170.0,5.0,,1
Roma,vendita,Prezzo su richiesta,5+ locali,400 m²,https://www.immobiliare.it/annunci/129068598/,2026-06-09,centro-storico,Centro,,400.0,5.0,,1
Roma,vendita,€ 1.450.000,4 locali,120 m²,https://www.immobiliare.it/annunci/126665069/,2026-06-09,centro-storico,Centro,1450000.0,120.0,4.0,12083.33,1
Roma,vendita,€ 1.460.000,5 locali,213 m²,https://www.immobiliare.it/annunci/102034534/,2026-06-09,centro-storico,Centro,1460000.0,213.0,5.0,6854.46,1
Roma,vendita,Prezzo su richiesta,5+ locali,335 m²,https://www.immobiliare.it/annunci/128386840/,2026-06-09,centro-storico,Centro,,335.0,5.0,,1
Roma,vendita,€ 710.000,2 locali,70 m²,https://www.immobiliare.it/annunci/117080801/,2026-06-09,centro-storico,Centro,710000.0,70.0,2.0,10142.86,1
Roma,vendita,Prezzo su richiesta,5+ locali,335 m²,https://www.immobiliare.it/annunci/128468262/,2026-06-09,centro-storico,Centro,,335.0,5.0,,1
Roma,vendita,Prezzo su richiesta,4 locali,260 m²,https://www.immobiliare.it/annunci/127689090/,2026-06-09,centro-storico,Centro,,260.0,4.0,,1
Roma,vendita,Prezzo su richiesta,4 locali,140 m²,https://www.immobiliare.it/annunci/129612654/,2026-06-09,centro-storico,Centro,,140.0,4.0,,1
Roma,vendita,Prezzo su richiesta,5+ locali,460 m²,https://www.immobiliare.it/annunci/129156040/,2026-06-09,centro-storico,Centro,,460.0,5.0,,1
Roma,vendita,€ 1.287.000,5+ locali,189 m²,https://www.immobiliare.it/annunci/128266408/,2026-06-09,centro-storico,Centro,1287000.0,189.0,5.0,6809.52,1
Roma,vendita,Prezzo su richiesta,4 locali,150 m²,https://www.immobiliare.it/annunci/129749080/,2026-06-09,centro-storico,Centro,,150.0,4.0,,1
Roma,vendita,Prezzo su richiesta,5+ locali,480 m²,https://www.immobiliare.it/annunci/121291390/,2026-06-09,centro-storico,Centro,,480.0,5.0,,1
Roma,vendita,€ 3.590.000,5+ locali,350 m²,https://www.immobiliare.it/annunci/127426844/,2026-06-09,centro-storico,Centro,3590000.0,350.0,5.0,10257.14,1
Roma,vendita,€ 860.000,5 locali,180 m²,https://www.immobiliare.it/annunci/123579679/,2026-06-09,centro-storico,Centro,860000.0,180.0,5.0,4777.78,1
Roma,vendita,€ 1.720.000,4 locali,130 m²,https://www.immobiliare.it/annunci/110494897/,2026-06-09,centro-storico,Centro,1720000.0,130.0,4.0,13230.77,1
Roma,vendita,Prezzo su richiesta,5+ locali,335 m²,https://www.immobiliare.it/annunci/128554286/,2026-06-09,centro-storico,Centro,,335.0,5.0,,1
Roma,vendita,€ 1.180.000,5+ locali,135 m²,https://www.immobiliare.it/annunci/128523396/,2026-06-09,centro-storico,Centro,1180000.0,135.0,5.0,8740.74,1
Roma,vendita,€ 880.000,4 locali,120 m²,https://www.immobiliare.it/annunci/118273329/,2026-06-09,centro-storico,Centro,880000.0,120.0,4.0,7333.33,1
Roma,vendita,€ 880.000,3 locali,123 m²,https://www.immobiliare.it/annunci/101264703/,2026-06-09,centro-storico,Centro,880000.0,123.0,3.0,7154.47,1
Roma,vendita,€ 1.780.000,5+ locali,120 m²,https://www.immobiliare.it/annunci/92572000/,2026-06-09,centro-storico,Centro,1780000.0,120.0,5.0,14833.33,1
Roma,vendita,€ 1.650.000,5+ locali,280 m²,https://www.immobiliare.it/annunci/126862631/,2026-06-09,centro-storico,Centro,1650000.0,280.0,5.0,5892.86,1
Roma,vendita,€ 2.250.000,5+ locali,190 m²,https://www.immobiliare.it/annunci/129015798/,2026-06-09,centro-storico,Centro,2250000.0,190.0,5.0,11842.11,1
Roma,vendita,Prezzo su richiesta,5+ locali,650 m²,https://www.immobiliare.it/annunci/127650686/,2026-06-09,centro-storico,Centro,,650.0,5.0,,1
Roma,vendita,€ 950.000,3 locali,126 m²,https://www.immobiliare.it/annunci/72226236/,2026-06-09,centro-storico,Centro,950000.0,126.0,3.0,7539.68,1
Roma,vendita,€ 2.430.000,5+ locali,2.740 m²,https://www.immobiliare.it/annunci/59637570/,2026-06-09,centro-storico,Centro,2430000.0,2.0,5.0,1215000.0,0
Roma,vendita,€ 2.600.000,5+ locali,290 m²,https://www.immobiliare.it/annunci/110943837/,2026-06-09,centro-storico,Centro,2600000.0,290.0,5.0,8965.52,1
Roma,vendita,Prezzo su richiesta,5+ locali,350 m²,https://www.immobiliare.it/annunci/98537032/,2026-06-09,centro-storico,Centro,,350.0,5.0,,1
Roma,vendita,€ 1.100.000,5 locali,120 m²,https://www.immobiliare.it/annunci/124053655/,2026-06-09,centro-storico,Centro,1100000.0,120.0,5.0,9166.67,1
Roma,vendita,€ 800.000,2 locali,103 m²,https://www.immobiliare.it/annunci/127834374/,2026-06-09,centro-storico,Centro,800000.0,103.0,2.0,7766.99,1
Roma,vendita,Prezzo su richiesta,3 locali,120 m²,https://www.immobiliare.it/annunci/125232677/,2026-06-09,centro-storico,Centro,,120.0,3.0,,1
Roma,vendita,€ 850.000,4 locali,125 m²,https://www.immobiliare.it/annunci/129299732/,2026-06-09,centro-storico,Centro,850000.0,125.0,4.0,6800.0,1
Roma,vendita,€ 690.000,3 locali,114 m²,https://www.immobiliare.it/annunci/128871920/,2026-06-09,centro-storico,Centro,690000.0,114.0,3.0,6052.63,1
Roma,vendita,€ 1.500.000,5 locali,159 m²,https://www.immobiliare.it/annunci/129076664/,2026-06-09,centro-storico,Centro,1500000.0,159.0,5.0,9433.96,1
Roma,vendita,€ 780.000,3 locali,88 m²,https://www.immobiliare.it/annunci/124983731/,2026-06-09,centro-storico,Centro,780000.0,88.0,3.0,8863.64,1
Roma,vendita,€ 2.050.000,5+ locali,320 m²,https://www.immobiliare.it/annunci/123413781/,2026-06-09,centro-storico,Centro,2050000.0,320.0,5.0,6406.25,1
Roma,vendita,€ 2.500.000,5 locali,280 m²,https://www.immobiliare.it/annunci/112564407/,2026-06-09,centro-storico,Centro,2500000.0,280.0,5.0,8928.57,1
Roma,vendita,€ 1.200.000,4 locali,157 m²,https://www.immobiliare.it/annunci/129083906/,2026-06-09,centro-storico,Centro,1200000.0,157.0,4.0,7643.31,1
Roma,vendita,€ 829.000,4 locali,110 m²,https://www.immobiliare.it/annunci/115117605/,2026-06-09,centro-storico,Centro,829000.0,110.0,4.0,7536.36,1
Roma,vendita,"da € 1.189.300,00",5+ locali,191 m²,https://www.immobiliare.it/annunci/129630854/,2026-06-09,centro-storico,Centro,1189300.0,191.0,5.0,6226.7,0
Roma,vendita,Prezzo su richiesta,5+ locali,250 m²,https://www.immobiliare.it/annunci/122422134/,2026-06-09,centro-storico,Centro,,250.0,5.0,,1
Roma,vendita,Prezzo su richiesta,5+ locali,140 m²,https://www.immobiliare.it/annunci/116677851/,2026-06-09,centro-storico,Centro,,140.0,5.0,,1
Roma,vendita,"da € 536.000,00",2 locali,122 m²,https://www.immobiliare.it/annunci/129630770/,2026-06-09,centro-storico,Centro,536000.0,122.0,2.0,4393.44,0
Roma,vendita,€ 1.650.000,3 locali,90 m²,https://www.immobiliare.it/annunci/126399005/,2026-06-09,centro-storico,Centro,1650000.0,90.0,3.0,18333.33,0
Roma,vendita,€ 590.000,3 locali,50 m²,https://www.immobiliare.it/annunci/94263032/,2026-06-09,centro-storico,Centro,590000.0,50.0,3.0,11800.0,1
Roma,vendita,€ 1.680.000,2 locali,120 m²,https://www.immobiliare.it/annunci/126317977/,2026-06-09,centro-storico,Centro,1680000.0,120.0,2.0,14000.0,1
Roma,vendita,€ 2.180.000,5+ locali,330 m²,https://www.immobiliare.it/annunci/115063109/,2026-06-09,centro-storico,Centro,2180000.0,330.0,5.0,6606.06,1
Roma,vendita,"da € 384.000,00",3 locali,82 m²,https://www.immobiliare.it/annunci/129630644/,2026-06-09,centro-storico,Centro,384000.0,82.0,3.0,4682.93,0
Roma,vendita,"da € 66.000,00",,21 m²,https://www.immobiliare.it/annunci/129630872/,2026-06-09,centro-storico,Centro,66000.0,21.0,,3142.86,0
Roma,vendita,€ 1.780.000,5 locali,120 m²,https://www.immobiliare.it/annunci/120828972/,2026-06-09,centro-storico,Centro,1780000.0,120.0,5.0,14833.33,1
Roma,vendita,€ 2.750.000,5+ locali,380 m²,https://www.immobiliare.it/annunci/51093639/,2026-06-09,centro-storico,Centro,2750000.0,380.0,5.0,7236.84,1
Roma,vendita,"da € 1.711.500,00",5+ locali,495 m²,https://www.immobiliare.it/annunci/129630902/,2026-06-09,centro-storico,Centro,1711500.0,495.0,5.0,3457.58,0
Roma,vendita,€ 3.000.000,4 locali,300 m²,https://www.immobiliare.it/annunci/120310642/,2026-06-09,centro-storico,Centro,3000000.0,300.0,4.0,10000.0,1
Roma,vendita,€ 2.900.000,5+ locali,290 m²,https://www.immobiliare.it/annunci/78822601/,2026-06-09,centro-storico,Centro,2900000.0,290.0,5.0,10000.0,1
Roma,vendita,Prezzo su richiesta,5 locali,192 m²,https://www.immobiliare.it/annunci/109926433/,2026-06-09,centro-storico,Centro,,192.0,5.0,,1
Roma,vendita,€ 1.450.000,5+ locali,205 m²,https://www.immobiliare.it/annunci/124376397/,2026-06-09,centro-storico,Centro,1450000.0,205.0,5.0,7073.17,1
Roma,vendita,€ 1.250.000,2 locali,140 m²,https://www.immobiliare.it/annunci/59637574/,2026-06-09,centro-storico,Centro,1250000.0,140.0,2.0,8928.57,1
Roma,vendita,€ 440.000,2 locali,40 m²,https://www.immobiliare.it/annunci/124141989/,2026-06-09,centro-storico,Centro,440000.0,40.0,2.0,11000.0,1
Roma,vendita,€ 461.000,2 locali,57 m²,https://www.immobiliare.it/annunci/118106121/,2026-06-09,centro-storico,Centro,461000.0,57.0,2.0,8087.72,1
Roma,vendita,€ 789.000,3 locali,95 m²,https://www.immobiliare.it/annunci/118106259/,2026-06-09,centro-storico,Centro,789000.0,95.0,3.0,8305.26,1
Roma,vendita,€ 409.000,2 locali,45 m²,https://www.immobiliare.it/annunci/118105561/,2026-06-09,centro-storico,Centro,409000.0,45.0,2.0,9088.89,1
Roma,vendita,€ 539.000,2 locali,65 m²,https://www.immobiliare.it/annunci/118104917/,2026-06-09,centro-storico,Centro,539000.0,65.0,2.0,8292.31,1
Roma,vendita,€ 780.000,2 locali,80 m²,https://www.immobiliare.it/annunci/106835559/,2026-06-09,centro-storico,Centro,780000.0,80.0,2.0,9750.0,1
Roma,vendita,Prezzo su richiesta,5+ locali,130 m²,https://www.immobiliare.it/annunci/121514696/,2026-06-09,centro-storico,Centro,,130.0,5.0,,1
Roma,vendita,Prezzo su richiesta,2 locali,70 m²,https://www.immobiliare.it/annunci/128263032/,2026-06-09,centro-storico,Centro,,70.0,2.0,,1
Roma,vendita,Prezzo su richiesta,5 locali,90 m²,https://www.immobiliare.it/annunci/123716367/,2026-06-09,centro-storico,Centro,,90.0,5.0,,1
Roma,vendita,€ 3.600.000,5+ locali,290 m²,https://www.immobiliare.it/annunci/119891934/,2026-06-09,centro-storico,Centro,3600000.0,290.0,5.0,12413.79,1
Roma,vendita,€ 1.050.000,4 locali,105 m²,https://www.immobiliare.it/annunci/124462657/,2026-06-09,centro-storico,Centro,1050000.0,105.0,4.0,10000.0,1
Roma,vendita,Prezzo su richiesta,5+ locali,230 m²,https://www.immobiliare.it/annunci/123744177/,2026-06-09,centro-storico,Centro,,230.0,5.0,,1
Roma,vendita,€ 1.650.000,4 locali,180 m²,https://www.immobiliare.it/annunci/126421647/,2026-06-09,centro-storico,Centro,1650000.0,180.0,4.0,9166.67,1
Roma,vendita,€ 1.150.000,5 locali,111 m²,https://www.immobiliare.it/annunci/65520360/,2026-06-09,centro-storico,Centro,1150000.0,111.0,5.0,10360.36,1
Roma,vendita,€ 1.500.000,4 locali,150 m²,https://www.immobiliare.it/annunci/124506595/,2026-06-09,centro-storico,Centro,1500000.0,150.0,4.0,10000.0,1
Roma,vendita,€ 105.000,4 locali,100 m²,https://www.immobiliare.it/annunci/127612772/,2026-06-09,centro-storico,Centro,105000.0,100.0,4.0,1050.0,1
Roma,vendita,€ 130.000,5 locali,105 m²,https://www.immobiliare.it/annunci/127612746/,2026-06-09,centro-storico,Centro,130000.0,105.0,5.0,1238.1,1
Roma,vendita,Prezzo su richiesta,,81 m²,https://www.immobiliare.it/annunci/129224462/,2026-06-09,centro-storico,Centro,,81.0,,,1
Roma,vendita,€ 1.100.000,4 locali,85 m²,https://www.immobiliare.it/annunci/115611501/,2026-06-09,centro-storico,Centro,1100000.0,85.0,4.0,12941.18,1
Roma,vendita,Prezzo su richiesta,,270 m²,https://www.immobiliare.it/annunci/99600734/,2026-06-09,centro-storico,Centro,,270.0,,,1
Roma,vendita,Prezzo su richiesta,5 locali,300 m²,https://www.immobiliare.it/annunci/98873482/,2026-06-09,centro-storico,Centro,,300.0,5.0,,1
Roma,vendita,Prezzo su richiesta,5+ locali,220 m²,https://www.immobiliare.it/annunci/127766820/,2026-06-09,centro-storico,Centro,,220.0,5.0,,1
Roma,vendita,Prezzo su richiesta,,800 m²,https://www.immobiliare.it/annunci/114467565/,2026-06-09,centro-storico,Centro,,800.0,,,1
Roma,vendita,€ 490.000,2 locali,52 m²,https://www.immobiliare.it/annunci/127240493/,2026-06-09,centro-storico,Centro,490000.0,52.0,2.0,9423.08,1
Roma,vendita,€ 598.000,3 locali,68 m²,https://www.immobiliare.it/annunci/69767472/,2026-06-09,centro-storico,Centro,598000.0,68.0,3.0,8794.12,1
Roma,vendita,€ 870.000,3 locali,110 m²,https://www.immobiliare.it/annunci/124537053/,2026-06-09,centro-storico,Centro,870000.0,110.0,3.0,7909.09,1
Roma,vendita,€ 520.000,2 locali,40 m²,https://www.immobiliare.it/annunci/118939129/,2026-06-09,centro-storico,Centro,520000.0,40.0,2.0,13000.0,1
Roma,vendita,€ 795.000,3 locali,115 m²,https://www.immobiliare.it/annunci/110773439/,2026-06-09,centro-storico,Centro,795000.0,115.0,3.0,6913.04,1
Roma,vendita,€ 280.000,2 locali,45 m²,https://www.immobiliare.it/annunci/120868954/,2026-06-09,centro-storico,Centro,280000.0,45.0,2.0,6222.22,1
Roma,vendita,€ 1.350.000,4 locali,110 m²,https://www.immobiliare.it/annunci/117365809/,2026-06-09,centro-storico,Centro,1350000.0,110.0,4.0,12272.73,1
Roma,vendita,€ 750.000,2 locali,70 m²,https://www.immobiliare.it/annunci/125737219/,2026-06-09,centro-storico,Centro,750000.0,70.0,2.0,10714.29,1
Roma,vendita,€ 835.000,3 locali,100 m²,https://www.immobiliare.it/annunci/124405519/,2026-06-09,centro-storico,Centro,835000.0,100.0,3.0,8350.0,1
Roma,vendita,€ 520.000,2 locali,60 m²,https://www.immobiliare.it/annunci/128486260/,2026-06-09,centro-storico,Centro,520000.0,60.0,2.0,8666.67,1
Roma,vendita,€ 419.000,4 locali,112 m²,https://www.immobiliare.it/annunci/124019737/,2026-06-09,centro-storico,Centro,419000.0,112.0,4.0,3741.07,1
Roma,vendita,€ 239.000,,18 m²,https://www.immobiliare.it/annunci/123445127/,2026-06-09,centro-storico,Centro,239000.0,18.0,,13277.78,1
Roma,vendita,€ 700.000,2 locali,70 m²,https://www.immobiliare.it/annunci/129210064/,2026-06-09,centro-storico,Centro,700000.0,70.0,2.0,10000.0,1
Roma,vendita,€ 875.000,3 locali,100 m²,https://www.immobiliare.it/annunci/129342548/,2026-06-09,centro-storico,Centro,875000.0,100.0,3.0,8750.0,1
Roma,vendita,€ 670.000,3 locali,90 m²,https://www.immobiliare.it/annunci/120351540/,2026-06-09,centro-storico,Centro,670000.0,90.0,3.0,7444.44,1
Roma,vendita,€ 799.000,3 locali,77 m²,https://www.immobiliare.it/annunci/124709517/,2026-06-09,centro-storico,Centro,799000.0,77.0,3.0,10376.62,1
Roma,vendita,€ 2.234.000,2 locali,50 m²,https://www.immobiliare.it/annunci/91658260/,2026-06-09,centro-storico,Centro,2234000.0,50.0,2.0,44680.0,0
Roma,vendita,€ 2.150.000,5 locali,240 m²,https://www.immobiliare.it/annunci/113555521/,2026-06-09,centro-storico,Centro,2150000.0,240.0,5.0,8958.33,1
Roma,vendita,€ 209.000,3 locali,79 m²,https://www.immobiliare.it/annunci/128963022/,2026-06-09,centro-storico,Centro,209000.0,79.0,3.0,2645.57,1
Roma,affitto,€ 1.650/mese,3 locali,85 m²,https://www.immobiliare.it/annunci/129576072/,2026-06-09,flaminio,Centro,1650.0,85.0,3.0,,1
Roma,affitto,€ 1.900/mese,3 locali,100 m²,https://www.immobiliare.it/annunci/128297320/,2026-06-09,flaminio,Centro,1900.0,100.0,3.0,,1
Roma,affitto,€ 10.000/mese,5+ locali,320 m²,https://www.immobiliare.it/annunci/127114125/,2026-06-09,flaminio,Centro,10000.0,320.0,5.0,,1
Roma,affitto,€ 10.000/mese,5 locali,316 m²,https://www.immobiliare.it/annunci/127709628/,2026-06-09,flaminio,Centro,10000.0,316.0,5.0,,1
Roma,affitto,€ 3.800/mese,5 locali,200 m²,https://www.immobiliare.it/annunci/125713535/,2026-06-09,flaminio,Centro,3800.0,200.0,5.0,,1
Roma,affitto,€ 2.000/mese,3 locali,111 m²,https://www.immobiliare.it/annunci/129506124/,2026-06-09,flaminio,Centro,2000.0,111.0,3.0,,1
Roma,affitto,€ 1.550/mese,2 locali,62 m²,https://www.immobiliare.it/annunci/129491122/,2026-06-09,flaminio,Centro,1550.0,62.0,2.0,,1
Roma,affitto,€ 1.400/mese,2 locali,78 m²,https://www.immobiliare.it/annunci/128649650/,2026-06-09,flaminio,Centro,1400.0,78.0,2.0,,1
Roma,affitto,€ 3.184/mese,5 locali,139 m²,https://www.immobiliare.it/annunci/129606378/,2026-06-09,flaminio,Centro,3184.0,139.0,5.0,,1
Roma,affitto,€ 2.800/mese,2 locali,45 m²,https://www.immobiliare.it/annunci/115674251/,2026-06-09,flaminio,Centro,2800.0,45.0,2.0,,1
Roma,affitto,€ 8.500/mese,5+ locali,190 m²,https://www.immobiliare.it/annunci/58356010/,2026-06-09,flaminio,Centro,8500.0,190.0,5.0,,1
Roma,affitto,€ 1.900/mese,3 locali,75 m²,https://www.immobiliare.it/annunci/124809747/,2026-06-09,flaminio,Centro,1900.0,75.0,3.0,,1
Roma,affitto,€ 5.300/mese,5 locali,200 m²,https://www.immobiliare.it/annunci/129419686/,2026-06-09,flaminio,Centro,5300.0,200.0,5.0,,1
Roma,affitto,€ 1.700/mese,5 locali,110 m²,https://www.immobiliare.it/annunci/129227838/,2026-06-09,flaminio,Centro,1700.0,110.0,5.0,,1
Roma,affitto,€ 1.650/mese,2 locali,65 m²,https://www.immobiliare.it/annunci/81484399/,2026-06-09,flaminio,Centro,1650.0,65.0,2.0,,1
Roma,affitto,€ 4.800/mese,5+ locali,265 m²,https://www.immobiliare.it/annunci/126109421/,2026-06-09,flaminio,Centro,4800.0,265.0,5.0,,1
Roma,affitto,€ 1.750/mese,2 locali,81 m²,https://www.immobiliare.it/annunci/112740835/,2026-06-09,flaminio,Centro,1750.0,81.0,2.0,,1
Roma,affitto,€ 2.300/mese,5 locali,130 m²,https://www.immobiliare.it/annunci/129563270/,2026-06-09,flaminio,Centro,2300.0,130.0,5.0,,1
Roma,affitto,€ 13.000/mese,5+ locali,295 m²,https://www.immobiliare.it/annunci/126240607/,2026-06-09,flaminio,Centro,13000.0,295.0,5.0,,1
Roma,affitto,€ 1.650/mese,3 locali,93 m²,https://www.immobiliare.it/annunci/129199372/,2026-06-09,flaminio,Centro,1650.0,93.0,3.0,,1
Roma,affitto,€ 1.600/mese,3 locali,80 m²,https://www.immobiliare.it/annunci/126138769/,2026-06-09,flaminio,Centro,1600.0,80.0,3.0,,1
Roma,affitto,€ 2.200/mese,3 locali,104 m²,https://www.immobiliare.it/annunci/127774794/,2026-06-09,flaminio,Centro,2200.0,104.0,3.0,,1
Roma,affitto,€ 1.500/mese,2 locali,47 m²,https://www.immobiliare.it/annunci/127683618/,2026-06-09,flaminio,Centro,1500.0,47.0,2.0,,1
Roma,affitto,€ 2.000/mese,2 locali,74 m²,https://www.immobiliare.it/annunci/126091857/,2026-06-09,flaminio,Centro,2000.0,74.0,2.0,,1
Roma,affitto,€ 1.900/mese,3 locali,90 m²,https://www.immobiliare.it/annunci/126288677/,2026-06-09,flaminio,Centro,1900.0,90.0,3.0,,1
Roma,affitto,€ 3.500/mese,3 locali,70 m²,https://www.immobiliare.it/annunci/121896810/,2026-06-09,flaminio,Centro,3500.0,70.0,3.0,,1
Roma,affitto,€ 4.800/mese,4 locali,123 m²,https://www.immobiliare.it/annunci/123634349/,2026-06-09,flaminio,Centro,4800.0,123.0,4.0,,1
Roma,affitto,€ 2.300/mese,2 locali,98 m²,https://www.immobiliare.it/annunci/128276746/,2026-06-09,flaminio,Centro,2300.0,98.0,2.0,,1
Roma,affitto,€ 1.500/mese,4 locali,65 m²,https://www.immobiliare.it/annunci/128266382/,2026-06-09,flaminio,Centro,1500.0,65.0,4.0,,1
Roma,affitto,€ 2.100/mese,3 locali,100 m²,https://www.immobiliare.it/annunci/128245598/,2026-06-09,flaminio,Centro,2100.0,100.0,3.0,,1
Roma,affitto,€ 1.500/mese,3 locali,70 m²,https://www.immobiliare.it/annunci/126794845/,2026-06-09,flaminio,Centro,1500.0,70.0,3.0,,1
Roma,affitto,€ 1.750/mese,2 locali,81 m²,https://www.immobiliare.it/annunci/128526216/,2026-06-09,flaminio,Centro,1750.0,81.0,2.0,,1
Roma,affitto,€ 1.200/mese,2 locali,48 m²,https://www.immobiliare.it/annunci/86613772/,2026-06-09,flaminio,Centro,1200.0,48.0,2.0,,1
Roma,affitto,€ 3.500/mese,2 locali,52 m²,https://www.immobiliare.it/annunci/128519216/,2026-06-09,flaminio,Centro,3500.0,52.0,2.0,,1
Roma,affitto,€ 2.350/mese,2 locali,45 m²,https://www.immobiliare.it/annunci/129737842/,2026-06-09,flaminio,Centro,2350.0,45.0,2.0,,1
Roma,affitto,€ 1.800/mese,2 locali,70 m²,https://www.immobiliare.it/annunci/129617072/,2026-06-09,flaminio,Centro,1800.0,70.0,2.0,,1
Roma,affitto,€ 1.200/mese,2 locali,55 m²,https://www.immobiliare.it/annunci/129618554/,2026-06-09,flaminio,Centro,1200.0,55.0,2.0,,1
Roma,affitto,€ 5.000/mese,2 locali,46 m²,https://www.immobiliare.it/annunci/129697812/,2026-06-09,flaminio,Centro,5000.0,46.0,2.0,,1
Roma,affitto,€ 2.590/mese,3 locali,90 m²,https://www.immobiliare.it/annunci/129708210/,2026-06-09,flaminio,Centro,2590.0,90.0,3.0,,1
Roma,affitto,€ 1.800/mese,2 locali,70 m²,https://www.immobiliare.it/annunci/129738128/,2026-06-09,flaminio,Centro,1800.0,70.0,2.0,,1
Roma,affitto,€ 1.200/mese,2 locali,55 m²,https://www.immobiliare.it/annunci/129737422/,2026-06-09,flaminio,Centro,1200.0,55.0,2.0,,1
Roma,affitto,€ 1.500/mese,3 locali,90 m²,https://www.immobiliare.it/annunci/78038810/,2026-06-09,flaminio,Centro,1500.0,90.0,3.0,,1
Roma,affitto,€ 2.300/mese,4 locali,136 m²,https://www.immobiliare.it/annunci/127330713/,2026-06-09,flaminio,Centro,2300.0,136.0,4.0,,1
Roma,affitto,€ 1.250/mese,2 locali,75 m²,https://www.immobiliare.it/annunci/104145395/,2026-06-09,flaminio,Centro,1250.0,75.0,2.0,,1
Roma,affitto,€ 2.000/mese,2 locali,71 m²,https://www.immobiliare.it/annunci/78863591/,2026-06-09,flaminio,Centro,2000.0,71.0,2.0,,1
Roma,affitto,€ 1.500/mese,2 locali,60 m²,https://www.immobiliare.it/annunci/129720584/,2026-06-09,flaminio,Centro,1500.0,60.0,2.0,,1
Roma,affitto,€ 2.500/mese,5 locali,85 m²,https://www.immobiliare.it/annunci/109592375/,2026-06-09,flaminio,Centro,2500.0,85.0,5.0,,1
Roma,affitto,€ 2.200/mese,3 locali,120 m²,https://www.immobiliare.it/annunci/103375262/,2026-06-09,flaminio,Centro,2200.0,120.0,3.0,,1
Roma,affitto,€ 2.100/mese,3 locali,96 m²,https://www.immobiliare.it/annunci/118825525/,2026-06-09,flaminio,Centro,2100.0,96.0,3.0,,1
Roma,affitto,€ 1.400/mese,3 locali,85 m²,https://www.immobiliare.it/annunci/76689336/,2026-06-09,flaminio,Centro,1400.0,85.0,3.0,,1
